year,value,State,value2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,267.2223803,Chhatisgarh,485.8588733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,553.5463063,Chhatisgarh,495.7131101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,564.6573977,Chhatisgarh,505.6633413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,575.8756829,Chhatisgarh,515.7095667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,589.0573038,Chhatisgarh,527.5140034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,602.3880809,Chhatisgarh,539.4520128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,615.8680143,Chhatisgarh,551.5235949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,629.4971039,Chhatisgarh,563.7287497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,643.2753496,Chhatisgarh,576.0674773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,657.2027516,Chhatisgarh,588.5397776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,671.2793098,Chhatisgarh,601.1456506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,685.5050242,Chhatisgarh,613.8850963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,699.8798948,Chhatisgarh,626.7581148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,714.4039217,Chhatisgarh,639.764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,399.6637521,Delhi,726.6613675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,826.9141056,Delhi,740.5200945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,842.3896842,Delhi,754.3788216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,857.8652627,Delhi,768.2375487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,870.2580925,Delhi,779.3356052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,882.6509222,Delhi,790.4336617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,895.0437519,Delhi,801.5317181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,907.4365816,Delhi,812.6297746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,919.8294114,Delhi,823.7278311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,932.2222411,Delhi,834.8258875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,944.6150708,Delhi,845.923944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,957.0079005,Delhi,857.0220005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,969.4007303,Delhi,868.1200569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,981.79356,Delhi,879.2181134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,102.1609109,Jammu and Kashmir,185.7471107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,210.146364,Jammu and Kashmir,188.1907737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,212.8875721,Jammu and Kashmir,190.645587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,215.6412315,Jammu and Kashmir,193.1115506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,219.6215278,Jammu and Kashmir,196.675995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
